Id,target
164,-27.70431433762474
165,154.15871031611374
166,-163.71483865365474
167,140.09857284978236
168,169.02655056383034
169,-52.80650408023375
170,61.082761571785916
171,94.90181449203097
172,91.95608767008406
173,28.137774165164746
174,172.13840262699716
175,-157.9467059535635
176,-99.83800765084065
177,-176.55064348029646
178,-23.2151137060988
179,-113.30546147321812
180,-18.862824713856934
181,-64.05913178891586
182,-81.03134789031074
183,63.17806303174397
184,-75.07650704115879
185,86.35346857257736
186,-62.470800279765555
187,-115.56305351107278
188,-83.09403988397241
189,185.29399963469572
190,-46.04484514143853
191,218.36624147532416
192,-62.62569661222814
193,-89.53216671555228
194,44.113219002113915
195,-5.441386562032368
196,68.00436950103837
197,-66.01198915842859
198,208.7863954024409
199,-146.47321243961505
200,-103.76614006219181
201,-122.4563130232426
202,21.267906678483687
203,50.95561936271034
204,148.07093004884666
205,42.64128624688028
206,89.97693232284935
207,170.10449413645225
208,-280.41962739813727
209,-181.78657784182525
210,-111.22638619392964
211,-88.67611268232397
212,25.628844790946143
213,-56.95863281453543
214,74.11649208017465
215,-25.27137115951067
216,-57.720357592311125
217,-34.50168669114998
218,61.558481284467554
219,88.44959685977622
220,-89.97387747824243
221,-155.25990881073957
222,44.071481576853536
223,238.622384827
224,-54.47946826940094
225,10.528532393833661
226,-68.24632569950319
227,7.829469635324745
228,5.873964477624415
229,37.09955689120641
230,114.68512207431694
231,14.04298137125174
232,-113.43289346775951
233,43.12492795701239
234,96.99659947234548
235,-96.08462944801738
236,-181.37079566968552
237,166.98036517281017
238,106.59216849703337
239,57.46394163655026
240,-13.322687143825997
241,-30.576719508959822
242,-52.20457038236485
243,-178.55815199343252
244,-70.65331542300675
245,-33.342261593070496
246,-179.10457636719488
247,-32.252386953692685
248,30.198553038843187
249,-127.76585413022508
250,13.315622980678386
251,-6.215002199238461
252,-264.08331716788314
253,-262.8321431474693
254,-174.1524459456688
255,41.831113777275554
256,128.97123642454122
257,67.46930244492522
258,118.47614806004549
259,90.58827341459575
260,17.257381999469867
261,-317.5730867931895
262,186.5890467976998
263,-136.98071674929403
264,-48.84050628857191
265,-92.27043946355087
266,-94.34070670121581
267,135.43312809730585
268,161.19703642879924
269,-45.31553800363685
270,-149.4746741930848
271,110.56082088556319
272,-23.639938655753298
273,85.66394138194127
274,103.30068886119619
275,20.894444451489125
276,-56.24017362041571
277,-32.60819532202322
278,25.41995559084549
279,72.4381311432712
280,23.849574741651484
281,-135.95997302297604
282,-21.25160764492866
283,-15.53239487924733
284,-133.67426040187308
285,159.2947713487313
286,-14.54685556533187
287,-139.6159588656039
288,205.30511446285453
289,45.062369997033684
290,89.85197838005206
291,27.28919814903139
292,205.69658100075756
293,-45.078918210366396
294,-35.65918139764901
295,-45.66802771188562
296,48.31728618063836
297,-68.7898859481832
298,91.76721894109883
299,-90.32283774866589
300,-101.80603182648419
301,-30.24053223561779
302,-95.6084037774771
303,-27.856032993616868
304,55.89719756667416
305,-38.63903330523948
306,-81.0728578121177
307,-187.23607387130608
308,-172.53719482141935
309,37.40612865939814
310,74.82873682840446
311,301.5350484110918
312,125.67560766624294
313,128.04900313099563
314,47.809399075292234
315,-26.608823956825773
316,180.9553716527399
317,-63.92572817256431
318,125.8649369837205
319,150.99502871342102
320,-38.74330553038989
321,-209.59595470536064
322,-105.81803522917771
323,0.600151065031484
324,-49.25646204474833
325,-42.67394202990065
326,157.15897793417537
327,131.69854664761164
328,20.3592181902777
329,-94.7257219682079
330,185.91307007898956
331,-71.81644700877256
332,61.14256020787416
333,76.21887334656297
334,96.73174431539246
335,-111.52363381078601
336,111.89481008023648
337,-40.29775768819771
338,85.39258193069792
339,-89.42847721078112
340,-209.90441629879948
341,157.44047082682525
342,-99.3066627475365
343,61.511911592349605
344,123.78655011936627
345,27.258224498666973
346,-183.0311105952048
347,-38.69040511210452
348,-52.39414508896386
349,-123.4663836884404
350,8.19900374546338
351,-96.01135203162896
352,-44.968485607544004
353,-171.24404950220804
354,-226.53541363628236
355,0.6333155422229201
356,-214.61209306107497
357,184.56174488485146
358,-14.226336315631581
359,12.791557303404812
360,29.713383097643483
361,240.2455585754288
362,-33.440560511246645
363,130.94315412414923
364,53.9716704056083
365,6.817425681491632
366,-92.82993963412683
367,-15.189375981917914
368,224.4268575113696
369,-19.916669352583902
370,-146.18579238112653
371,-55.55589316054286
372,-100.51780321449864
373,3.7528066218940968
374,-19.259283461482692
375,-67.26068345514396
376,-22.292863903003436
377,-181.31982467586883
378,-130.14539393967843
379,41.9278728141349
380,-43.568311723586184
381,-165.0507133432072
382,85.3535050515712
383,-5.4771431201329355
384,130.78534474047242
385,-52.655416983548385
386,-2.338370086190616
387,172.64455599386142
388,168.75068610239998
389,42.29234765131163
390,-32.408554034520414
391,56.044778528922784
392,108.6657601252093
393,-42.00149780801448
394,-75.45766733304883
395,-88.1485096227331
396,-194.7624006691981
397,123.08157289613928
398,62.994782746862974
399,53.281684499962765
